best_model,CV_Accuracy_best,Holdout_Accuracy,Holdout_F1_weighted,classes,test_has_labels
RandomForest,0.3857142857142858,0.42045454545454547,0.3459963062023842,"['adult standards', 'album rock', 'art rock', 'atl hip hop', 'barbadian pop', 'boy band', 'brill building pop', 'british invasion', 'british soul', 'bubblegum dance', 'classic soul', 'classic uk pop', 'dance pop', 'dance rock', 'deep adult standards', 'disco', 'disco house', 'doo-wop', 'east coast hip hop', 'eurodance', 'europop', 'g funk', 'glam rock', 'new wave pop', 'other', 'pop', 'soft rock']",False
